estate,debts,husband,wife,father,mother,sons,daughters,sisters_m,grandfather,grandmother,grandsons,granddaughters,share_husband,share_wife,share_mother,share_sons,share_fathers,share_grandsons,share_brother_ms,row_sum_shares
81860,10683,0,1,0,1,1,4,3,1,1,1,2,17794.25,8897.125,11862.833333333332,16311.395833333332,16311.395833333332,2940.0138888888887,3428.0277777777774,77545.04166666666
118956,8545,1,0,0,1,1,1,1,1,0,1,1,27602.75,13801.375,18401.83333333333,25302.52083333333,25302.52083333333,2940.0138888888887,3428.0277777777774,116779.04166666666
53296,4322,0,1,0,0,1,3,0,1,0,2,2,12243.5,6121.75,8162.333333333333,11223.208333333332,11223.208333333332,2940.0138888888887,3428.0277777777774,55342.04166666667
184178,35157,0,1,0,0,1,0,0,1,0,1,0,37255.25,18627.625,24836.83333333333,34150.64583333333,34150.64583333333,2940.0138888888887,3428.0277777777774,155389.04166666666
162787,30355,0,0,0,1,1,2,1,1,0,2,2,33108.0,16554.0,22072.0,30349.0,30349.0,2940.0138888888887,3428.0277777777774,138800.04166666666
169097,39753,0,1,0,0,1,1,1,0,0,2,2,32336.0,16168.0,21557.33333333333,29641.33333333333,29641.33333333333,2940.0138888888887,3428.0277777777774,135712.04166666666
114804,5767,0,0,0,0,1,1,3,1,0,2,0,27259.25,13629.625,18172.83333333333,24987.64583333333,24987.64583333333,2940.0138888888887,3428.0277777777774,115405.04166666666
160318,39917,0,1,0,0,1,2,3,0,1,1,2,30100.25,15050.125,20066.83333333333,27591.89583333333,27591.89583333333,2940.0138888888887,3428.0277777777774,126769.04166666666
181561,42388,0,1,0,0,1,0,1,0,1,0,2,34793.25,17396.625,23195.5,31893.8125,31893.8125,2940.0138888888887,3428.0277777777774,145541.04166666666
157967,29414,1,0,0,1,1,4,0,1,0,1,0,32138.25,16069.125,21425.5,29460.0625,29460.0625,2940.0138888888887,3428.0277777777774,134921.04166666666
140651,38073,0,1,0,0,1,0,1,1,0,1,0,25644.5,12822.25,17096.333333333332,23507.45833333333,23507.45833333333,2940.0138888888887,3428.0277777777774,108946.04166666666
89246,20369,1,0,0,0,1,0,0,0,1,1,2,17219.25,8609.625,11479.5,15784.3125,15784.3125,2940.0138888888887,3428.0277777777774,75245.04166666667
66106,11883,0,1,0,1,1,0,3,0,0,2,1,13555.75,6777.875,9037.166666666666,12426.104166666666,12426.104166666666,2940.0138888888887,3428.0277777777774,60591.04166666666
101383,14023,1,0,0,1,1,0,0,1,0,2,0,21840.0,10920.0,14560.0,20020.0,20020.0,2940.0138888888887,3428.0277777777774,93728.04166666667
165534,11195,0,1,0,1,1,2,1,0,1,2,0,38584.75,19292.375,25723.166666666664,35369.354166666664,35369.354166666664,2940.0138888888887,3428.0277777777774,160707.04166666663
102214,5484,0,1,1,0,1,2,0,0,1,1,1,24182.5,12091.25,16121.666666666666,22167.291666666664,22167.291666666664,2940.0138888888887,3428.0277777777774,103098.04166666667
157134,44825,1,0,0,0,1,4,1,1,1,0,0,28077.25,14038.625,18718.166666666664,25737.479166666664,25737.479166666664,2940.0138888888887,3428.0277777777774,118677.04166666667
179630,45853,0,0,0,1,1,3,0,1,0,1,0,33444.25,16722.125,22296.166666666664,30657.229166666664,30657.229166666664,2940.0138888888887,3428.0277777777774,140145.04166666663
170204,34437,0,1,0,0,1,4,1,1,1,2,2,33941.75,16970.875,22627.83333333333,31113.27083333333,31113.27083333333,2940.0138888888887,3428.0277777777774,142135.04166666666
150148,8051,0,1,0,1,1,3,3,1,0,0,2,35524.25,17762.125,23682.83333333333,32563.89583333333,32563.89583333333,2940.0138888888887,3428.0277777777774,148465.04166666666
162623,43581,0,1,0,1,1,2,3,1,0,2,2,29760.5,14880.25,19840.33333333333,27280.45833333333,27280.45833333333,2940.0138888888887,3428.0277777777774,125410.04166666666
122610,20956,0,0,0,0,1,3,2,1,0,1,2,25413.5,12706.75,16942.333333333332,23295.70833333333,23295.70833333333,2940.0138888888887,3428.0277777777774,108022.04166666666
121391,35842,1,0,0,0,1,2,1,1,1,2,2,21387.25,10693.625,14258.166666666666,19604.979166666664,19604.979166666664,2940.0138888888887,3428.0277777777774,91917.04166666667
187913,26286,1,0,0,1,1,4,2,1,1,1,2,40406.75,20203.375,26937.83333333333,37039.52083333333,37039.52083333333,2940.0138888888887,3428.0277777777774,167995.04166666666
106802,10075,0,1,0,0,1,1,0,0,1,0,0,24181.75,12090.875,16121.166666666666,22166.604166666664,22166.604166666664,2940.0138888888887,3428.0277777777774,103095.04166666667
158250,45102,0,1,0,1,1,3,1,1,1,1,1,28287.0,14143.5,18858.0,25929.75,25929.75,2940.0138888888887,3428.0277777777774,119516.04166666667
185931,18258,1,0,0,0,1,0,2,1,1,2,0,41918.25,20959.125,27945.5,38425.0625,38425.0625,2940.0138888888887,3428.0277777777774,174041.04166666666
122562,8690,0,0,0,0,1,4,0,1,0,2,0,28468.0,14234.0,18978.666666666664,26095.666666666664,26095.666666666664,2940.0138888888887,3428.0277777777774,120240.04166666667
84583,23437,0,0,0,0,1,3,2,0,1,2,0,15286.5,7643.25,10191.0,14012.625,14012.625,2940.0138888888887,3428.0277777777774,67514.04166666667
150565,29296,0,1,0,1,1,4,1,1,1,0,0,30317.25,15158.625,20211.5,27790.8125,27790.8125,2940.0138888888887,3428.0277777777774,127637.04166666667
196148,48962,0,1,0,1,1,4,0,1,1,2,2,36796.5,18398.25,24531.0,33730.125,33730.125,2940.0138888888887,3428.0277777777774,153554.04166666666
186821,40327,0,1,0,0,1,1,2,0,0,2,0,36623.5,18311.75,24415.666666666664,33571.541666666664,33571.541666666664,2940.0138888888887,3428.0277777777774,152862.04166666663
67573,15660,0,1,0,1,1,1,0,1,0,1,0,12978.25,6489.125,8652.166666666666,11896.729166666666,11896.729166666666,2940.0138888888887,3428.0277777777774,58281.04166666666
111488,25266,0,1,0,1,1,0,0,0,0,2,0,21555.5,10777.75,14370.333333333332,19759.20833333333,19759.20833333333,2940.0138888888887,3428.0277777777774,92590.04166666666
182887,14162,1,0,0,1,1,3,1,0,0,0,2,42181.25,21090.625,28120.83333333333,38666.14583333333,38666.14583333333,2940.0138888888887,3428.0277777777774,175093.04166666666
84019,7182,0,1,0,0,1,1,2,1,1,2,2,19209.25,9604.625,12806.166666666666,17608.479166666664,17608.479166666664,2940.0138888888887,3428.0277777777774,83205.04166666667
157253,9114,1,0,0,0,1,3,1,1,1,1,1,37034.75,18517.375,24689.83333333333,33948.52083333333,33948.52083333333,2940.0138888888887,3428.0277777777774,154507.04166666666
160948,34736,1,0,0,0,1,0,2,1,1,2,1,31553.0,15776.5,21035.33333333333,28923.58333333333,28923.58333333333,2940.0138888888887,3428.0277777777774,132580.04166666666
116475,31988,1,0,0,1,1,4,0,1,1,2,0,21121.75,10560.875,14081.166666666666,19361.604166666664,19361.604166666664,2940.0138888888887,3428.0277777777774,90855.04166666667
92624,27625,1,0,0,1,1,3,3,1,0,1,1,16249.75,8124.875,10833.166666666666,14895.604166666666,14895.604166666666,2940.0138888888887,3428.0277777777774,71367.04166666666
80915,20615,0,0,0,0,1,0,1,1,1,1,1,15075.0,7537.5,10050.0,13818.75,13818.75,2940.0138888888887,3428.0277777777774,66668.04166666667
89397,11799,1,0,0,0,1,2,0,1,1,0,0,19399.5,9699.75,12933.0,17782.875,17782.875,2940.0138888888887,3428.0277777777774,83966.04166666667
182044,42774,1,0,0,0,1,3,0,0,1,1,0,34817.5,17408.75,23211.666666666664,31916.041666666664,31916.041666666664,2940.0138888888887,3428.0277777777774,145638.04166666663
115357,34047,0,1,0,0,1,2,1,1,1,0,2,20327.5,10163.75,13551.666666666666,18633.541666666664,18633.541666666664,2940.0138888888887,3428.0277777777774,87678.04166666667
152150,34007,0,1,0,0,1,0,0,1,1,2,0,29535.75,14767.875,19690.5,27074.4375,27074.4375,2940.0138888888887,3428.0277777777774,124511.04166666667
145038,10693,1,0,0,1,1,0,0,1,0,2,0,33586.25,16793.125,22390.83333333333,30787.39583333333,30787.39583333333,2940.0138888888887,3428.0277777777774,140713.04166666666
191189,34982,0,1,0,1,1,1,0,1,1,2,0,39051.75,19525.875,26034.5,35797.4375,35797.4375,2940.0138888888887,3428.0277777777774,162575.04166666666
157972,27236,0,0,0,1,1,1,0,0,0,2,2,32684.0,16342.0,21789.33333333333,29960.33333333333,29960.33333333333,2940.0138888888887,3428.0277777777774,137104.04166666666
177253,9619,0,1,0,1,1,1,1,0,1,1,1,41908.5,20954.25,27939.0,38416.125,38416.125,2940.0138888888887,3428.0277777777774,174002.04166666666
88965,15718,1,0,0,0,1,3,1,0,0,1,1,18311.75,9155.875,12207.833333333332,16785.770833333332,16785.770833333332,2940.0138888888887,3428.0277777777774,79615.04166666666
67562,7909,0,1,0,1,1,4,2,1,1,2,2,14913.25,7456.625,9942.166666666666,13670.479166666666,13670.479166666666,2940.0138888888887,3428.0277777777774,66021.04166666666
92539,12664,0,1,0,1,1,4,1,1,0,2,0,19968.75,9984.375,13312.5,18304.6875,18304.6875,2940.0138888888887,3428.0277777777774,86243.04166666667
50187,12682,0,0,0,1,1,0,3,0,0,2,1,9376.25,4688.125,6250.833333333333,8594.895833333332,8594.895833333332,2940.0138888888887,3428.0277777777774,43873.04166666667
52840,11342,1,0,0,1,1,4,0,1,0,0,0,10374.5,5187.25,6916.333333333333,9509.958333333332,9509.958333333332,2940.0138888888887,3428.0277777777774,47866.04166666667
126348,32763,0,0,0,0,1,0,3,0,0,0,2,23396.25,11698.125,15597.5,21446.5625,21446.5625,2940.0138888888887,3428.0277777777774,99953.04166666667
152153,23467,1,0,0,0,1,1,0,1,1,0,2,32171.5,16085.75,21447.666666666664,29490.541666666664,29490.541666666664,2940.0138888888887,3428.0277777777774,135054.04166666663
177050,30139,0,1,0,1,1,2,2,0,1,0,2,36727.75,18363.875,24485.166666666664,33667.104166666664,33667.104166666664,2940.0138888888887,3428.0277777777774,153279.04166666663
186588,42918,0,0,0,1,0,0,2,0,1,0,1,71835.0,35917.5,23945.0,23366.749999999996,5986.25,2940.0138888888887,5986.25,169976.76388888888
70541,15017,0,1,1,1,1,0,0,0,0,1,1,13881.0,6940.5,9254.0,12724.25,12724.25,2940.0138888888887,3428.0277777777774,61892.04166666667
63338,7625,1,0,0,1,1,2,0,1,1,2,2,13928.25,6964.125,9285.5,12767.5625,12767.5625,2940.0138888888887,3428.0277777777774,62081.04166666667
84540,8281,0,0,0,1,1,0,2,1,0,2,0,19064.75,9532.375,12709.833333333332,17476.020833333332,17476.020833333332,2940.0138888888887,3428.0277777777774,82627.04166666666
68722,8813,0,0,0,1,1,3,2,1,0,1,0,14977.25,7488.625,9984.833333333332,13729.145833333332,13729.145833333332,2940.0138888888887,3428.0277777777774,66277.04166666667
189316,33601,0,1,0,1,1,4,1,0,0,0,1,38928.75,19464.375,25952.5,35684.6875,35684.6875,2940.0138888888887,3428.0277777777774,162083.04166666666
68510,16247,0,0,0,1,1,0,1,0,1,2,1,13065.75,6532.875,8710.5,11976.9375,11976.9375,2940.0138888888887,3428.0277777777774,58631.04166666667
77098,7672,0,0,0,1,1,1,3,1,1,1,1,17356.5,8678.25,11571.0,15910.125,15910.125,2940.0138888888887,3428.0277777777774,75794.04166666667
71889,14458,1,0,0,0,1,2,2,1,0,0,0,14357.75,7178.875,9571.833333333332,13161.270833333332,13161.270833333332,2940.0138888888887,3428.0277777777774,63799.04166666667
109783,21071,1,0,0,1,0,0,3,1,1,0,0,44356.0,22178.0,14785.333333333332,23366.749999999996,3696.333333333333,2940.0138888888887,3696.333333333333,115018.76388888888
78220,5780,0,0,0,0,0,0,3,1,1,0,0,36220.0,18110.0,12073.333333333332,23366.749999999996,3018.333333333333,2940.0138888888887,3018.333333333333,98746.76388888888
162118,26254,0,1,0,0,1,4,2,1,1,1,0,33966.0,16983.0,22644.0,31135.5,31135.5,2940.0138888888887,3428.0277777777774,142232.04166666666
115630,33296,0,0,0,0,1,1,1,1,1,0,1,20583.5,10291.75,13722.333333333332,18868.20833333333,18868.20833333333,2940.0138888888887,3428.0277777777774,88702.04166666666
193004,36577,0,1,0,0,1,0,2,1,1,2,1,39106.75,19553.375,26071.166666666664,35847.854166666664,35847.854166666664,2940.0138888888887,3428.0277777777774,162795.04166666663
123001,34400,0,0,1,1,1,1,0,0,0,1,0,22150.25,11075.125,14766.833333333332,20304.39583333333,20304.39583333333,2940.0138888888887,3428.0277777777774,94969.04166666666
75542,13335,0,1,0,0,1,2,0,0,0,0,1,15551.75,7775.875,10367.833333333332,14255.770833333332,14255.770833333332,2940.0138888888887,3428.0277777777774,68575.04166666666
150436,42797,1,0,0,1,1,0,3,0,0,2,2,26909.75,13454.875,17939.833333333332,24667.27083333333,24667.27083333333,2940.0138888888887,3428.0277777777774,114007.04166666666
73456,14575,0,0,0,0,1,2,3,1,1,1,0,14720.25,7360.125,9813.5,13493.5625,13493.5625,2940.0138888888887,3428.0277777777774,65249.04166666667
128985,25111,0,0,0,0,1,2,2,1,0,1,1,25968.5,12984.25,17312.333333333332,23804.45833333333,23804.45833333333,2940.0138888888887,3428.0277777777774,110242.04166666666
133652,27521,1,0,0,1,1,4,2,0,1,1,0,26532.75,13266.375,17688.5,24321.6875,24321.6875,2940.0138888888887,3428.0277777777774,112499.04166666667
160604,38957,0,0,0,1,1,0,2,0,0,2,0,30411.75,15205.875,20274.5,27877.4375,27877.4375,2940.0138888888887,3428.0277777777774,128015.04166666667
171497,36481,0,0,0,1,1,4,2,0,1,1,0,33754.0,16877.0,22502.666666666664,30941.166666666664,30941.166666666664,2940.0138888888887,3428.0277777777774,141384.04166666663
82460,22788,0,1,0,1,1,4,0,1,1,1,0,14918.0,7459.0,9945.333333333332,13674.833333333332,13674.833333333332,2940.0138888888887,3428.0277777777774,66040.04166666667
75775,13954,1,0,0,0,1,2,2,0,1,0,0,15455.25,7727.625,10303.5,14167.3125,14167.3125,2940.0138888888887,3428.0277777777774,68189.04166666667
52306,15557,0,0,0,0,1,3,0,0,1,0,0,9187.25,4593.625,6124.833333333333,8421.645833333332,8421.645833333332,2940.0138888888887,3428.0277777777774,43117.04166666667
79364,13719,0,1,0,0,1,0,3,1,0,1,1,16411.25,8205.625,10940.833333333332,15043.645833333332,15043.645833333332,2940.0138888888887,3428.0277777777774,72013.04166666666
171908,38475,0,1,0,1,1,2,2,0,1,0,1,33358.25,16679.125,22238.83333333333,30578.39583333333,30578.39583333333,2940.0138888888887,3428.0277777777774,139801.04166666666
166438,43646,0,1,0,0,1,1,1,1,0,2,2,30698.0,15349.0,20465.33333333333,28139.83333333333,28139.83333333333,2940.0138888888887,3428.0277777777774,129160.04166666666
197194,43352,1,0,0,1,1,2,1,0,0,2,1,38460.5,19230.25,25640.33333333333,35255.45833333333,35255.45833333333,2940.0138888888887,3428.0277777777774,160210.04166666666
89303,13551,0,0,0,1,1,3,0,1,1,0,2,18938.0,9469.0,12625.333333333332,17359.833333333332,17359.833333333332,2940.0138888888887,3428.0277777777774,82120.04166666666
192103,16572,1,0,0,1,1,2,0,0,0,1,1,43882.75,21941.375,29255.166666666664,40225.85416666666,40225.85416666666,2940.0138888888887,3428.0277777777774,181899.04166666663
92451,5354,0,1,0,1,1,4,1,1,0,2,0,21774.25,10887.125,14516.166666666666,19959.729166666664,19959.729166666664,2940.0138888888887,3428.0277777777774,93465.04166666667
143331,32894,0,1,0,0,1,0,0,1,1,2,0,27609.25,13804.625,18406.166666666664,25308.479166666664,25308.479166666664,2940.0138888888887,3428.0277777777774,116805.04166666667
93516,19027,1,0,0,0,1,4,2,0,0,1,2,18622.25,9311.125,12414.833333333332,17070.395833333332,17070.395833333332,2940.0138888888887,3428.0277777777774,80857.04166666666
131642,11571,0,1,0,0,1,0,3,0,1,1,2,30017.75,15008.875,20011.83333333333,27516.27083333333,27516.27083333333,2940.0138888888887,3428.0277777777774,126439.04166666666
157635,32094,0,0,0,1,1,1,2,1,0,1,2,31385.25,15692.625,20923.5,28769.8125,28769.8125,2940.0138888888887,3428.0277777777774,131909.04166666666
175644,11401,0,1,0,1,1,0,3,1,0,1,0,41060.75,20530.375,27373.83333333333,37639.02083333333,37639.02083333333,2940.0138888888887,3428.0277777777774,170611.04166666666
67498,10752,0,1,0,1,1,2,3,0,1,2,0,14186.5,7093.25,9457.666666666666,13004.291666666666,13004.291666666666,2940.0138888888887,3428.0277777777774,63114.04166666666
86489,14650,1,0,0,0,1,4,0,1,1,2,2,17959.75,8979.875,11973.166666666666,16463.104166666664,16463.104166666664,2940.0138888888887,3428.0277777777774,78207.04166666667
61884,5917,0,1,0,1,1,1,0,1,0,1,1,13991.75,6995.875,9327.833333333332,12825.770833333332,12825.770833333332,2940.0138888888887,3428.0277777777774,62335.04166666667
66194,7910,1,0,0,0,1,2,0,1,1,2,0,14571.0,7285.5,9714.0,13356.75,13356.75,2940.0138888888887,3428.0277777777774,64652.04166666667
122311,23666,0,1,0,0,1,3,0,1,1,2,0,24661.25,12330.625,16440.833333333332,22606.14583333333,22606.14583333333,2940.0138888888887,3428.0277777777774,105013.04166666666
166246,42103,1,0,0,0,1,2,3,1,0,0,1,31035.75,15517.875,20690.5,28449.4375,28449.4375,2940.0138888888887,3428.0277777777774,130511.04166666667
99582,8870,0,0,0,1,1,4,1,1,0,0,0,22678.0,11339.0,15118.666666666666,20788.166666666664,20788.166666666664,2940.0138888888887,3428.0277777777774,97080.04166666667
54511,9136,0,0,0,1,1,0,1,0,1,1,0,11343.75,5671.875,7562.5,10398.4375,10398.4375,2940.0138888888887,3428.0277777777774,51743.04166666667
185223,53902,0,0,0,1,1,0,3,0,1,1,0,32830.25,16415.125,21886.83333333333,30094.39583333333,30094.39583333333,2940.0138888888887,3428.0277777777774,137689.04166666666
170447,29165,0,1,0,1,1,0,2,0,0,2,2,35320.5,17660.25,23547.0,32377.125,32377.125,2940.0138888888887,3428.0277777777774,147650.04166666666
167053,46557,1,0,0,0,1,2,0,1,1,0,2,30124.0,15062.0,20082.666666666664,27613.666666666664,27613.666666666664,2940.0138888888887,3428.0277777777774,126864.04166666667
86923,7329,0,1,0,0,1,2,2,0,0,2,2,19898.5,9949.25,13265.666666666666,18240.291666666664,18240.291666666664,2940.0138888888887,3428.0277777777774,85962.04166666667
182825,12370,1,0,0,0,1,4,3,1,1,0,0,42613.75,21306.875,28409.166666666664,39062.60416666666,39062.60416666666,2940.0138888888887,3428.0277777777774,176823.04166666663
176334,29173,0,1,0,0,1,1,0,0,0,2,1,36790.25,18395.125,24526.83333333333,33724.39583333333,33724.39583333333,2940.0138888888887,3428.0277777777774,153529.04166666666
193322,18483,1,0,0,0,1,2,1,1,1,0,2,43709.75,21854.875,29139.83333333333,40067.27083333333,40067.27083333333,2940.0138888888887,3428.0277777777774,181207.04166666666
52486,12586,0,1,0,0,1,0,3,1,1,1,2,9975.0,4987.5,6650.0,9143.75,9143.75,2940.0138888888887,3428.0277777777774,46268.04166666667
116894,21969,0,0,0,1,1,1,2,1,1,0,0,23731.25,11865.625,15820.833333333332,21753.64583333333,21753.64583333333,2940.0138888888887,3428.0277777777774,101293.04166666666
182556,25101,1,0,0,1,1,4,3,0,0,0,1,39363.75,19681.875,26242.5,36083.4375,36083.4375,2940.0138888888887,3428.0277777777774,163823.04166666666
61152,14943,0,1,0,1,1,4,1,1,0,1,1,11552.25,5776.125,7701.5,10589.5625,10589.5625,2940.0138888888887,3428.0277777777774,52577.04166666667
78318,6470,0,1,0,0,1,2,0,1,0,2,1,17962.0,8981.0,11974.666666666666,16465.166666666664,16465.166666666664,2940.0138888888887,3428.0277777777774,78216.04166666667
86626,22507,0,1,0,0,1,1,2,0,0,2,1,16029.75,8014.875,10686.5,14693.9375,14693.9375,2940.0138888888887,3428.0277777777774,70487.04166666667
199367,41572,0,0,0,0,1,4,2,0,1,0,1,39448.75,19724.375,26299.166666666664,36161.35416666666,36161.35416666666,2940.0138888888887,3428.0277777777774,164163.04166666663
72549,21164,0,1,0,0,1,1,2,1,1,2,0,12846.25,6423.125,8564.166666666666,11775.729166666666,11775.729166666666,2940.0138888888887,3428.0277777777774,57753.04166666666
119102,31820,1,0,0,1,1,2,3,1,1,2,1,21820.5,10910.25,14547.0,20002.125,20002.125,2940.0138888888887,3428.0277777777774,93650.04166666667
139454,36989,0,1,0,1,1,1,3,1,1,2,0,25616.25,12808.125,17077.5,23481.5625,23481.5625,2940.0138888888887,3428.0277777777774,108833.04166666667
161848,45336,1,0,0,1,1,0,2,1,1,1,0,29128.0,14564.0,19418.666666666664,26700.666666666664,26700.666666666664,2940.0138888888887,3428.0277777777774,122880.04166666667
150812,34631,1,0,0,1,1,1,2,1,1,1,0,29045.25,14522.625,19363.5,26624.8125,26624.8125,2940.0138888888887,3428.0277777777774,122549.04166666667
134703,40023,1,0,0,1,1,2,2,0,1,0,2,23670.0,11835.0,15780.0,21697.5,21697.5,2940.0138888888887,3428.0277777777774,101048.04166666667
182783,36985,1,0,0,0,1,3,1,0,1,2,2,36449.5,18224.75,24299.666666666664,33412.041666666664,33412.041666666664,2940.0138888888887,3428.0277777777774,152166.04166666663
172774,45190,0,0,0,1,1,3,2,0,0,2,1,31896.0,15948.0,21264.0,29238.0,29238.0,2940.0138888888887,3428.0277777777774,133952.04166666666
129701,31626,0,0,0,0,1,1,3,0,1,2,0,24518.75,12259.375,16345.833333333332,22475.52083333333,22475.52083333333,2940.0138888888887,3428.0277777777774,104443.04166666666
161047,39053,0,1,0,0,1,1,3,1,0,2,1,30498.5,15249.25,20332.33333333333,27956.95833333333,27956.95833333333,2940.0138888888887,3428.0277777777774,128362.04166666666
153070,11648,0,1,0,1,1,3,0,0,0,1,2,35355.5,17677.75,23570.33333333333,32409.20833333333,32409.20833333333,2940.0138888888887,3428.0277777777774,147790.04166666666
184672,46505,0,1,0,0,1,4,2,1,1,1,2,34541.75,17270.875,23027.83333333333,31663.27083333333,31663.27083333333,2940.0138888888887,3428.0277777777774,144535.04166666666
80200,16257,0,1,0,1,1,1,1,0,1,2,2,15985.75,7992.875,10657.166666666666,14653.604166666666,14653.604166666666,2940.0138888888887,3428.0277777777774,70311.04166666666
189483,37090,1,0,0,0,1,4,0,1,1,2,1,38098.25,19049.125,25398.83333333333,34923.39583333333,34923.39583333333,2940.0138888888887,3428.0277777777774,158761.04166666666
123219,25748,0,1,0,0,1,2,0,1,1,2,2,24367.75,12183.875,16245.166666666666,22337.104166666664,22337.104166666664,2940.0138888888887,3428.0277777777774,103839.04166666667
124882,11341,0,0,0,0,1,1,0,0,0,2,1,28385.25,14192.625,18923.5,26019.8125,26019.8125,2940.0138888888887,3428.0277777777774,119909.04166666667
195334,30904,1,0,0,0,1,3,0,1,0,2,1,41107.5,20553.75,27405.0,37681.875,37681.875,2940.0138888888887,3428.0277777777774,170798.04166666666
199317,18668,0,1,0,1,1,0,2,0,0,0,2,45162.25,22581.125,30108.166666666664,41398.72916666666,41398.72916666666,2940.0138888888887,3428.0277777777774,187017.04166666663
132599,24126,0,0,0,1,1,3,1,1,1,0,2,27118.25,13559.125,18078.83333333333,24858.39583333333,24858.39583333333,2940.0138888888887,3428.0277777777774,114841.04166666666
53141,12057,1,0,0,1,1,2,0,0,0,2,1,10271.0,5135.5,6847.333333333333,9415.083333333332,9415.083333333332,2940.0138888888887,3428.0277777777774,47452.04166666667
192104,46582,1,0,0,0,1,0,2,1,0,1,1,36380.5,18190.25,24253.666666666664,33348.791666666664,33348.791666666664,2940.0138888888887,3428.0277777777774,151890.04166666663
50624,3220,1,0,0,1,1,1,2,1,0,2,0,11851.0,5925.5,7900.666666666666,10863.416666666666,10863.416666666666,2940.0138888888887,3428.0277777777774,53772.04166666666
121719,33184,1,0,0,1,1,1,2,0,1,0,1,22133.75,11066.875,14755.833333333332,20289.27083333333,20289.27083333333,2940.0138888888887,3428.0277777777774,94903.04166666666
165099,31773,1,0,0,1,1,2,2,0,0,1,1,33331.5,16665.75,22221.0,30553.875,30553.875,2940.0138888888887,3428.0277777777774,139694.04166666666
159279,46084,0,0,0,1,1,3,3,1,1,2,0,28298.75,14149.375,18865.83333333333,25940.52083333333,25940.52083333333,2940.0138888888887,3428.0277777777774,119563.04166666666
58423,13680,0,0,0,0,1,2,3,0,1,1,1,11185.75,5592.875,7457.166666666666,10253.604166666666,10253.604166666666,2940.0138888888887,3428.0277777777774,51111.04166666666
87660,9217,0,0,0,0,1,0,0,1,1,0,1,19610.75,9805.375,13073.833333333332,17976.520833333332,17976.520833333332,2940.0138888888887,3428.0277777777774,84811.04166666666
158725,37746,0,1,0,0,1,2,3,1,1,2,1,30244.75,15122.375,20163.166666666664,27724.354166666664,27724.354166666664,2940.0138888888887,3428.0277777777774,127347.04166666667
126623,9549,0,1,1,1,1,3,0,0,1,1,2,29268.5,14634.25,19512.33333333333,26829.45833333333,26829.45833333333,2940.0138888888887,3428.0277777777774,123442.04166666666
75454,15389,1,0,0,1,1,3,3,1,0,2,1,15016.25,7508.125,10010.833333333332,13764.895833333332,13764.895833333332,2940.0138888888887,3428.0277777777774,66433.04166666667
183194,51844,0,0,0,1,1,0,0,0,1,1,0,32837.5,16418.75,21891.666666666664,30101.041666666664,30101.041666666664,2940.0138888888887,3428.0277777777774,137718.04166666663
105766,14256,1,0,0,0,1,4,2,1,0,1,1,22877.5,11438.75,15251.666666666666,20971.041666666664,20971.041666666664,2940.0138888888887,3428.0277777777774,97878.04166666667
183334,15367,1,0,0,1,1,0,0,1,0,2,0,41991.75,20995.875,27994.5,38492.4375,38492.4375,2940.0138888888887,3428.0277777777774,174335.04166666666
157188,37742,1,0,0,0,1,4,2,1,1,2,1,29861.5,14930.75,19907.666666666664,27373.041666666664,27373.041666666664,2940.0138888888887,3428.0277777777774,125814.04166666667
123897,30616,1,0,0,1,1,0,3,0,1,2,0,23320.25,11660.125,15546.833333333332,21376.89583333333,21376.89583333333,2940.0138888888887,3428.0277777777774,99649.04166666666
169730,16308,0,0,0,1,1,3,3,1,1,1,1,38355.5,19177.75,25570.33333333333,35159.20833333333,35159.20833333333,2940.0138888888887,3428.0277777777774,159790.04166666666
159647,18775,0,1,0,1,1,4,2,1,1,2,1,35218.0,17609.0,23478.666666666664,32283.166666666664,32283.166666666664,2940.0138888888887,3428.0277777777774,147240.04166666663
57948,10017,0,1,0,0,1,0,2,1,0,2,1,11982.75,5991.375,7988.5,10984.1875,10984.1875,2940.0138888888887,3428.0277777777774,54299.04166666667
131978,11533,1,0,0,1,1,0,1,0,0,0,2,30111.25,15055.625,20074.166666666664,27601.979166666664,27601.979166666664,2940.0138888888887,3428.0277777777774,126813.04166666667
59097,4536,0,0,0,0,1,2,2,0,0,1,1,13640.25,6820.125,9093.5,12503.5625,12503.5625,2940.0138888888887,3428.0277777777774,60929.04166666667
84945,13947,0,1,0,1,1,4,2,1,1,0,1,17749.5,8874.75,11833.0,16270.375,16270.375,2940.0138888888887,3428.0277777777774,77366.04166666667
154826,36090,1,0,0,0,1,1,1,0,1,0,1,29684.0,14842.0,19789.33333333333,27210.33333333333,27210.33333333333,2940.0138888888887,3428.0277777777774,125104.04166666666
103316,10568,0,0,0,0,1,2,3,0,0,0,0,23187.0,11593.5,15458.0,21254.75,21254.75,2940.0138888888887,3428.0277777777774,99116.04166666667
194831,22892,0,1,0,1,1,3,1,0,1,1,2,42984.75,21492.375,28656.5,39402.6875,39402.6875,2940.0138888888887,3428.0277777777774,178307.04166666666
179063,44512,1,0,0,1,1,2,2,0,1,2,1,33637.75,16818.875,22425.166666666664,30834.604166666664,30834.604166666664,2940.0138888888887,3428.0277777777774,140919.04166666663
88397,26184,1,0,0,0,1,1,2,0,1,1,2,15553.25,7776.625,10368.833333333332,14257.145833333332,14257.145833333332,2940.0138888888887,3428.0277777777774,68581.04166666666
